raceId,driverId,constructorId,statusId,circuitId,date,driverRef,number,code,constructorRef,circuitRef,lap,position_x,time,position_y,status,position
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,25,7,0 days 00:01:32.763000,4,Finished,7
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,26,6,0 days 00:01:32.512000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,27,6,0 days 00:01:32.161000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,28,6,0 days 00:01:47.036000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,29,6,0 days 00:02:18.070000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,30,6,0 days 00:02:00.593000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,31,6,0 days 00:01:42.695000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,32,6,0 days 00:02:27.689000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,33,6,0 days 00:01:33.589000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,34,6,0 days 00:01:32.188000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,35,6,0 days 00:01:31.589000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,36,6,0 days 00:01:32.184000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,37,6,0 days 00:01:32.553000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,38,6,0 days 00:01:31.664000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,39,6,0 days 00:01:32.195000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,40,5,0 days 00:01:32.645000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,41,5,0 days 00:01:32.137000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,42,5,0 days 00:01:31.513000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,43,5,0 days 00:01:31.405000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,44,5,0 days 00:01:31.509000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,45,5,0 days 00:01:31.532000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,46,5,0 days 00:01:31.681000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,47,5,0 days 00:01:31.369000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,48,5,0 days 00:01:31.549000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,49,5,0 days 00:01:31.396000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,50,5,0 days 00:01:31.735000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,51,5,0 days 00:01:31.519000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,52,5,0 days 00:01:31.530000,4,Finished,5
